170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,383,
170,423,85,362,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,341,
170,423,85,320,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,333,
170,423,85,312,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,329,
170,423,85,308,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,327,
170,423,85,306,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,321,
170,423,85,300,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,319,
170,423,85,298,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
170,423,281,472,
170,423,249,472,
170,423,217,472,
170,423,185,472,
170,423,153,472,
170,423,121,472,
170,423,89,472,
170,423,57,472,
170,423,25,472,
170,423,0,471,
170,423,79,317,
170,423,85,296,
170,423,283,167,
170,423,473,472,
170,423,441,472,
170,423,409,472,
170,423,377,472,
170,423,345,472,
170,423,313,472,
